1,777,0
2,1014,0
3,87,0
4,777,1
5,1014,1
6,87,1
7,796,4
8,128,4
9,598,4
10,793,10
11,93,10
12,793,15
13,93,16
14,793,17
15,105,22
16,701,26
17,777,26
18,1014,26
19,777,27
20,1014,27
21,87,27
22,174,34
23,603,34
24,174,35
25,603,35
26,105,36
27,591,36
28,602,36
29,777,37
30,1014,37
31,87,37
32,745,38
33,1026,44
34,381,48
35,696,48
36,105,49
37,360,52
38,795,52
39,619,52
40,381,54
41,879,55
42,960,57
43,960,58
44,960,59
45,960,60
46,225,63
47,55,63
48,257,63
49,225,64
50,55,64
51,257,64
52,1026,65
53,959,65
54,100,65
55,93,66
56,696,68
57,764,68
58,381,68
59,93,69
60,93,70
61,1026,72
62,1019,73
63,381,74
64,959,74
65,516,81
66,777,82
67,1014,82
68,87,82
69,105,83
70,602,83
71,591,83
72,105,84
73,591,84
74,602,84
75,105,85
76,602,85
77,591,85
78,105,86
79,591,86
80,602,86
81,777,87
82,1014,87
83,701,87
84,777,88
85,1014,88
86,87,88
87,777,89
88,1014,89
89,87,89
90,777,91
91,1014,91
92,87,91
93,265,93
94,174,93
95,265,94
96,174,94
97,777,95
98,1014,95
99,87,95
100,105,96
101,602,96
102,591,96
103,777,97
104,701,97
105,54,98
106,1014,98
107,87,98
108,105,99
109,602,99
110,591,99
111,777,100
112,87,100
113,1014,100
114,105,101
115,591,101
116,602,101
117,105,102
118,591,102
119,602,102
120,777,103
121,1014,103
122,87,103
123,1014,104
124,54,104
125,87,104
126,1014,105
127,777,105
128,87,105
129,105,106
130,591,106
131,602,106
132,105,107
133,591,107
134,602,107
135,105,108
136,602,108
137,591,108
138,54,109
139,1014,109
140,87,109
141,105,110
142,602,110
143,591,110
144,105,111
145,602,111
146,591,111
147,668,113
148,456,113
149,54,113
150,972,114
151,326,114
152,434,114
153,105,115
154,591,115
155,105,116
156,443,117
157,274,117
158,105,118
159,591,118
160,602,118
161,54,119
162,1014,119
163,87,119
164,105,120
165,591,120
166,602,120
167,105,121
168,591,121
169,602,121
170,105,122
171,602,122
172,591,122
173,536,123
174,437,123
175,876,123
176,536,124
177,336,124
178,295,124
179,972,125
180,326,125
181,861,125
182,536,126
183,336,126
184,834,126
185,536,127
186,834,127
187,295,127
188,105,130
189,602,130
190,591,130
191,105,131
192,602,131
193,591,131
194,326,132
195,972,132
196,1003,132
197,326,133
198,972,133
199,1003,133
200,326,134
201,972,134
202,861,134
203,326,135
204,696,135
205,972,135
206,602,136
207,105,136
208,861,136
209,345,137
210,616,137
211,554,137
212,602,139
213,105,139
214,972,139
215,602,140
216,105,140
217,972,140
218,345,142
219,616,142
220,434,142
221,105,145
222,602,145
223,591,145
224,105,146
225,602,146
226,591,146
227,972,147
228,326,147
229,861,147
230,326,148
231,878,148
232,972,148
233,972,149
234,326,149
235,861,149
236,84,150
237,326,150
238,31,151
239,449,151
240,336,151
241,31,152
242,449,152
243,336,152
244,40,153
245,334,153
246,426,153
247,536,154
248,336,154
249,787,154
250,758,156
251,326,156
252,972,156
253,602,157
254,105,157
255,861,157
256,105,158
257,602,158
258,591,158
259,602,159
260,105,159
261,972,159
262,40,162
263,334,162
264,426,162
265,536,163
266,295,163
267,62,163
